Time,difficulty
2010-03-19 00:00:00 UTC,4.53108175
2010-03-20 00:00:00 UTC,4.53108175
2010-03-21 00:00:00 UTC,4.56516291
2010-03-22 00:00:00 UTC,4.56516291
2010-03-23 00:00:00 UTC,4.56516291
2010-03-24 00:00:00 UTC,4.56516291
2010-03-25 00:00:00 UTC,4.56516291
2010-03-26 00:00:00 UTC,4.56516291
2010-03-27 00:00:00 UTC,4.56516291
2010-03-28 00:00:00 UTC,4.56516291
2010-03-29 00:00:00 UTC,4.56516291
2010-03-30 00:00:00 UTC,4.56516291
2010-03-31 00:00:00 UTC,4.56516291
2010-04-01 00:00:00 UTC,6.08547691
2010-04-02 00:00:00 UTC,6.08547691
2010-04-03 00:00:00 UTC,6.08547691
2010-04-04 00:00:00 UTC,6.08547691
2010-04-05 00:00:00 UTC,6.08547691
2010-04-06 00:00:00 UTC,6.08547691
2010-04-07 00:00:00 UTC,6.08547691
2010-04-08 00:00:00 UTC,6.08547691
2010-04-09 00:00:00 UTC,6.08547691
2010-04-10 00:00:00 UTC,6.08547691
2010-04-11 00:00:00 UTC,6.08547691
2010-04-12 00:00:00 UTC,7.81979699
2010-04-13 00:00:00 UTC,7.81979699
2010-04-14 00:00:00 UTC,7.81979699
2010-04-15 00:00:00 UTC,7.81979699
2010-04-16 00:00:00 UTC,7.81979699
2010-04-17 00:00:00 UTC,7.81979699
2010-04-18 00:00:00 UTC,7.81979699
2010-04-19 00:00:00 UTC,7.81979699
2010-04-20 00:00:00 UTC,7.81979699
2010-04-21 00:00:00 UTC,11.46431581
2010-04-22 00:00:00 UTC,11.46431581
2010-04-23 00:00:00 UTC,11.46431581
2010-04-24 00:00:00 UTC,11.46431581
2010-04-25 00:00:00 UTC,11.46431581
2010-04-26 00:00:00 UTC,11.46431581
2010-04-27 00:00:00 UTC,11.46431581
2010-04-28 00:00:00 UTC,11.46431581
2010-04-29 00:00:00 UTC,11.46431581
2010-04-30 00:00:00 UTC,11.46431581
2010-05-01 00:00:00 UTC,11.46431581
2010-05-02 00:00:00 UTC,11.46431581
2010-05-03 00:00:00 UTC,11.46431581
2010-05-04 00:00:00 UTC,12.84918315
2010-05-05 00:00:00 UTC,12.84918315
2010-05-06 00:00:00 UTC,12.84918315
2010-05-07 00:00:00 UTC,12.84918315
2010-05-08 00:00:00 UTC,12.84918315
2010-05-09 00:00:00 UTC,12.84918315
2010-05-10 00:00:00 UTC,12.84918315
2010-05-11 00:00:00 UTC,12.84918315
2010-05-12 00:00:00 UTC,12.84918315
2010-05-13 00:00:00 UTC,12.84918315
2010-05-14 00:00:00 UTC,12.84918315
2010-05-15 00:00:00 UTC,12.84918315
2010-05-16 00:00:00 UTC,12.84918315
2010-05-17 00:00:00 UTC,12.84918315
2010-05-18 00:00:00 UTC,12.84918315
2010-05-19 00:00:00 UTC,12.84918315
2010-05-20 00:00:00 UTC,11.84622815
2010-05-21 00:00:00 UTC,11.84622815
2010-05-22 00:00:00 UTC,11.84622815
2010-05-23 00:00:00 UTC,11.84622815
2010-05-24 00:00:00 UTC,11.84622815
2010-05-25 00:00:00 UTC,11.84622815
2010-05-26 00:00:00 UTC,11.84622815
2010-05-27 00:00:00 UTC,11.84622815
2010-05-28 00:00:00 UTC,11.84622815
2010-05-29 00:00:00 UTC,16.61907875
2010-05-30 00:00:00 UTC,16.61907875
2010-05-31 00:00:00 UTC,16.61907875
2010-06-01 00:00:00 UTC,16.61907875
2010-06-02 00:00:00 UTC,16.61907875
2010-06-03 00:00:00 UTC,16.61907875
2010-06-04 00:00:00 UTC,16.61907875
2010-06-05 00:00:00 UTC,16.61907875
2010-06-06 00:00:00 UTC,16.61907875
2010-06-07 00:00:00 UTC,16.61907875
2010-06-08 00:00:00 UTC,16.61907875
2010-06-09 00:00:00 UTC,16.61907875
2010-06-10 00:00:00 UTC,16.61907875
2010-06-11 00:00:00 UTC,17.38148816
2010-06-12 00:00:00 UTC,17.38148816
2010-06-13 00:00:00 UTC,17.38148816
2010-06-14 00:00:00 UTC,17.38148816
2010-06-15 00:00:00 UTC,17.38148816
2010-06-16 00:00:00 UTC,17.38148816
2010-06-17 00:00:00 UTC,17.38148816
2010-06-18 00:00:00 UTC,17.38148816
2010-06-19 00:00:00 UTC,17.38148816
2010-06-20 00:00:00 UTC,17.38148816
2010-06-21 00:00:00 UTC,17.38148816
2010-06-22 00:00:00 UTC,17.38148816
2010-06-23 00:00:00 UTC,17.38148816
2010-06-24 00:00:00 UTC,19.40479633
2010-06-25 00:00:00 UTC,19.40479633
2010-06-26 00:00:00 UTC,19.40479633
2010-06-27 00:00:00 UTC,19.40479633
2010-06-28 00:00:00 UTC,19.40479633
2010-06-29 00:00:00 UTC,19.40479633
2010-06-30 00:00:00 UTC,19.40479633
2010-07-01 00:00:00 UTC,19.40479633
2010-07-02 00:00:00 UTC,19.40479633
2010-07-03 00:00:00 UTC,19.40479633
2010-07-04 00:00:00 UTC,19.40479633
2010-07-05 00:00:00 UTC,19.40479633
2010-07-06 00:00:00 UTC,23.50125722
2010-07-07 00:00:00 UTC,23.50125722
2010-07-08 00:00:00 UTC,23.50125722
2010-07-09 00:00:00 UTC,23.50125722
2010-07-10 00:00:00 UTC,23.50125722
2010-07-11 00:00:00 UTC,23.50125722
2010-07-12 00:00:00 UTC,23.50125722
2010-07-13 00:00:00 UTC,45.38582234
2010-07-14 00:00:00 UTC,45.38582234
2010-07-15 00:00:00 UTC,45.38582234
2010-07-16 00:00:00 UTC,181.54328936
2010-07-17 00:00:00 UTC,181.54328936
2010-07-18 00:00:00 UTC,181.54328936
2010-07-19 00:00:00 UTC,181.54328936
2010-07-20 00:00:00 UTC,181.54328936
2010-07-21 00:00:00 UTC,181.54328936
2010-07-22 00:00:00 UTC,181.54328936
2010-07-23 00:00:00 UTC,181.54328936
2010-07-24 00:00:00 UTC,181.54328936
2010-07-25 00:00:00 UTC,181.54328936
2010-07-26 00:00:00 UTC,181.54328936
2010-07-27 00:00:00 UTC,244.21322309
2010-07-28 00:00:00 UTC,244.21322309
2010-07-29 00:00:00 UTC,244.21322309
2010-07-30 00:00:00 UTC,244.21322309
2010-07-31 00:00:00 UTC,244.21322309
2010-08-01 00:00:00 UTC,244.21322309
2010-08-02 00:00:00 UTC,244.21322309
2010-08-03 00:00:00 UTC,244.21322309
2010-08-04 00:00:00 UTC,244.21322309
2010-08-05 00:00:00 UTC,352.16120907
2010-08-06 00:00:00 UTC,352.16120907
2010-08-07 00:00:00 UTC,352.16120907
2010-08-08 00:00:00 UTC,352.16120907
2010-08-09 00:00:00 UTC,352.16120907
2010-08-10 00:00:00 UTC,352.16120907
2010-08-11 00:00:00 UTC,352.16120907
2010-08-12 00:00:00 UTC,352.16120907
2010-08-13 00:00:00 UTC,352.16120907
2010-08-14 00:00:00 UTC,352.16120907
2010-08-15 00:00:00 UTC,511.77353426
2010-08-16 00:00:00 UTC,511.77353426
2010-08-17 00:00:00 UTC,511.77353426
2010-08-18 00:00:00 UTC,511.77353426
2010-08-19 00:00:00 UTC,511.77353426
2010-08-20 00:00:00 UTC,511.77353426
2010-08-21 00:00:00 UTC,511.77353426
2010-08-22 00:00:00 UTC,511.77353426
2010-08-23 00:00:00 UTC,511.77353426
2010-08-24 00:00:00 UTC,511.77353426
2010-08-25 00:00:00 UTC,511.77353426
2010-08-26 00:00:00 UTC,623.38695987
2010-08-27 00:00:00 UTC,623.38695987
2010-08-28 00:00:00 UTC,623.38695987
2010-08-29 00:00:00 UTC,623.38695987
2010-08-30 00:00:00 UTC,623.38695987
2010-08-31 00:00:00 UTC,623.38695987
2010-09-01 00:00:00 UTC,623.38695987
2010-09-02 00:00:00 UTC,623.38695987
2010-09-03 00:00:00 UTC,623.38695987
2010-09-04 00:00:00 UTC,623.38695987
2010-09-05 00:00:00 UTC,623.38695987
2010-09-06 00:00:00 UTC,623.38695987
2010-09-07 00:00:00 UTC,623.38695987
2010-09-08 00:00:00 UTC,712.88486455
2010-09-09 00:00:00 UTC,712.88486455
2010-09-10 00:00:00 UTC,712.88486455
2010-09-11 00:00:00 UTC,712.88486455
2010-09-12 00:00:00 UTC,712.88486455
2010-09-13 00:00:00 UTC,712.88486455
2010-09-14 00:00:00 UTC,712.88486455
2010-09-15 00:00:00 UTC,712.88486455
2010-09-16 00:00:00 UTC,712.88486455
2010-09-17 00:00:00 UTC,712.88486455
2010-09-18 00:00:00 UTC,712.88486455
2010-09-19 00:00:00 UTC,917.8307413
2010-09-20 00:00:00 UTC,917.8307413
2010-09-21 00:00:00 UTC,917.8307413
2010-09-22 00:00:00 UTC,917.8307413
2010-09-23 00:00:00 UTC,917.8307413
2010-09-24 00:00:00 UTC,917.8307413
2010-09-25 00:00:00 UTC,917.8307413
2010-09-26 00:00:00 UTC,917.8307413
2010-09-27 00:00:00 UTC,917.8307413
2010-09-28 00:00:00 UTC,1318.67005015
2010-09-29 00:00:00 UTC,1318.67005015
2010-09-30 00:00:00 UTC,1318.67005015
2010-10-01 00:00:00 UTC,1318.67005015
2010-10-02 00:00:00 UTC,1318.67005015
2010-10-03 00:00:00 UTC,1318.67005015
2010-10-04 00:00:00 UTC,1318.67005015
2010-10-05 00:00:00 UTC,1318.67005015
2010-10-06 00:00:00 UTC,1318.67005015
2010-10-07 00:00:00 UTC,1318.67005015
2010-10-08 00:00:00 UTC,1318.67005015
